id,name,GN,OS,PE,SV,n,Tax,RepID
UniRef100_A0A2S6NSZ2/72-554,[subseq from] Spore germination protein,,,,,1,Paenibacillus peoriae TaxID=59893,A0A2S6NSZ2_9BACL
UniRef100_A0A151Z0A4/24-509,[subseq from] Spore gernimation protein,,,,,1,Thermoactinomyces sp. AS95 TaxID=1811386,A0A151Z0A4_9BACL
UniRef100_A0A513RBU5/26-496,[subseq from] Spore germination protein,,,,,1,Bacillus sp. S3 TaxID=486398,A0A513RBU5_9BACI
UniRef100_C6D0Y8/33-502,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus sp. (strain JDR-2) TaxID=324057,C6D0Y8_PAESJ
UniRef100_UPI000EF87C19/26-511,[subseq from] spore germination protein,,,,,1,Thermoactinomyces vulgaris TaxID=2026,UPI000EF87C19
UniRef100_UPI000D30182A/35-510,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000D30182A
UniRef100_A0A2W6Q780/78-564,[subseq from] Spore germination protein,,,,,1,Paenibacillus silvae TaxID=1325358,A0A2W6Q780_9BACL
UniRef100_UPI000492C511/30-498,[subseq from] spore germination protein,,,,,1,Paenibacillus elgii TaxID=189691,UPI000492C511
UniRef100_A0A2A4BCW1/46-513,[subseq from] Spore germination protein,,,,,1,Bacillus simplex TaxID=1478,A0A2A4BCW1_9BACI
UniRef100_A0A1S2MBI1/24-501,[subseq from] Spore germination protein,,,,,1,Anaerobacillus alkalidiazotrophicus TaxID=472963,A0A1S2MBI1_9BACI
UniRef100_G9XRR2/32-514,[subseq from] Putative spore germination protein KA,,,,,1,Desulfitobacterium hafniense DP7 TaxID=537010,G9XRR2_DESHA
UniRef100_UPI0008FAD3A5/40-520,[subseq from] spore germination protein,,,,,1,Moorella thermoacetica TaxID=1525,UPI0008FAD3A5
UniRef100_A0A074LJ04/72-554,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A074LJ04_PAEPO
UniRef100_UPI0009D6CA9B/30-506,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI0009D6CA9B
UniRef100_UPI0009D749FD/30-506,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI0009D749FD
UniRef100_A0A4S4BSR2/41-512,[subseq from] Spore germination protein,,,,,1,Cohnella sp. CC-MHH1044 TaxID=2565925,A0A4S4BSR2_9BACL
UniRef100_UPI0002ECB9FE/16-502,[subseq from] spore germination protein,,,,,1,Sedimentibacter sp. B4 TaxID=304766,UPI0002ECB9FE
UniRef100_A0A2T0AJU3/30-510,[subseq from] Spore germination protein B1,,,,,1,Moorella humiferrea TaxID=676965,A0A2T0AJU3_9THEO
UniRef100_A0A562J427/14-500,[subseq from] Spore germination protein,,,,,1,Sedimentibacter saalensis TaxID=130788,A0A562J427_9FIRM
UniRef100_A0A229UIL6/26-502,[subseq from] Spore germination protein,,,,,1,Paenibacillus rigui TaxID=554312,A0A229UIL6_9BACL
UniRef100_UPI000FD66D2D/28-496,[subseq from] spore germination protein,,,,,1,Paenibacillus elgii TaxID=189691,UPI000FD66D2D
UniRef100_A0A3D9SCE6/26-493,[subseq from] Spore germination protein KA,,,,,2,Paenibacillus taihuensis TaxID=1156355,A0A3D9SCE6_9BACL
UniRef100_A0A0F2J9K7/38-513,[subseq from] Spore germination protein GerKA,,,,,1,Desulfosporosinus sp. I2 TaxID=1617025,A0A0F2J9K7_9FIRM
UniRef100_F9VLP3/9-482,[subseq from] Spore germination protein GerAA,,,,,1,Arthromitus sp. (strain SFB-mouse-Japan) TaxID=1029718,F9VLP3_ARTSS
UniRef100_UPI000D1103BC/8-491,[subseq from] spore germination protein,,,,,1,Lysinibacillus timonensis TaxID=2086577,UPI000D1103BC
UniRef100_UPI000BA5BFE3/34-518,[subseq from] spore germination protein,,,,,1,Bacillus paralicheniformis TaxID=1648923,UPI000BA5BFE3
UniRef100_E6SKK4/113-588,[subseq from] GerA spore germination protein,,,,,1,Thermaerobacter marianensis (strain ATCC 700841 / DSM 12885 / JCM 10246 / 7p75a) TaxID=644966,E6SKK4_THEM7
UniRef100_UPI000479C99F/36-518,[subseq from] spore germination protein,,,,,1,Bacillus licheniformis TaxID=1402,UPI000479C99F
UniRef100_A0A1R1BBX5/33-507,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. FSL H7-0331 TaxID=1920421,A0A1R1BBX5_9BACL
UniRef100_UPI001121DB53/12-493,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. py1325 TaxID=2583376,UPI001121DB53
UniRef100_A0A162TDA4/32-508,[subseq from] Spore germination protein B1,,,,,1,Clostridium magnum DSM 2767 TaxID=1121326,A0A162TDA4_9CLOT
UniRef100_UPI0005936A22/64-549,[subseq from] spore germination protein,,,,,1,Paenibacillus lactis TaxID=228574,UPI0005936A22
UniRef100_A0A3G9J3G6/13-491,[subseq from] Spore germination protein,,,,,2,Paenibacillus baekrokdamisoli TaxID=1712516,A0A3G9J3G6_9BACL
UniRef100_A0A172TNS6/2-471,[subseq from] Membrane protein,,,,,1,Paenibacillus swuensis TaxID=1178515,A0A172TNS6_9BACL
UniRef100_G4HCW2/67-552,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus lactis 154 TaxID=743719,G4HCW2_9BACL
UniRef100_A0A0D5NSJ8/23-499,[subseq from] Spore gernimation protein KA,,,,,1,Paenibacillus beijingensis TaxID=1126833,A0A0D5NSJ8_9BACL
UniRef100_UPI000CE56ADE/28-512,[subseq from] spore germination protein,,,,,1,Brevibacillus laterosporus TaxID=1465,UPI000CE56ADE
UniRef100_A0A4Z0YEY9/6-485,[subseq from] Spore germination protein B1,,,,,1,Caproiciproducens galactitolivorans TaxID=642589,A0A4Z0YEY9_9FIRM
UniRef100_UPI0009AEA59B/2-474,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI0009AEA59B
UniRef100_A0A1G8XB69/27-503,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus typhae TaxID=1174501,A0A1G8XB69_9BACL
UniRef100_A0A1H0VIA4/13-422,[subseq from] Spore germination protein KA,,,,,1,Halobacillus aidingensis TaxID=240303,A0A1H0VIA4_HALAD
UniRef100_UPI000D0400D2/14-479,[subseq from] spore germination protein GerKA,,,,,1,Bacillus thuringiensis TaxID=1428,UPI000D0400D2
UniRef100_UPI0009E5047F/33-509,[subseq from] spore germination protein,,,,,1,Paenibacillus beijingensis TaxID=1126833,UPI0009E5047F
UniRef100_A0A269W9D2/13-483,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. 7541 TaxID=2026236,A0A269W9D2_9BACL
UniRef100_UPI001082FF7B/13-492,[subseq from] spore germination protein,,,,,1,Caproiciproducens galactitolivorans TaxID=642589,UPI001082FF7B
UniRef100_A0A3T0M0N5/28-508,[subseq from] Spore germination protein,,,,,1,Clostridium sp. AWRP TaxID=2212991,A0A3T0M0N5_9CLOT
UniRef100_A0A4R4D214/31-509,[subseq from] Spore germination protein,,,,,1,Dehalobacter sp. 12DCB1 TaxID=2070364,A0A4R4D214_9FIRM
UniRef100_A0A1G8JFY0/11-494,[subseq from] Spore germination protein,,,,,1,Alteribacillus bidgolensis TaxID=930129,A0A1G8JFY0_9BACI
UniRef100_A0A074L6R9/2-483,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A074L6R9_PAEPO
UniRef100_A0A562JXG6/36-510,[subseq from] Spore germination protein KA,,,,,1,Bacillus oceanisediminis TaxID=665099,A0A562JXG6_9BACI
UniRef100_A0A1B2DTU9/30-512,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus ihbetae TaxID=1870820,A0A1B2DTU9_9BACL
UniRef100_A0A1V4G576/73-559,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. VT-16-81 TaxID=1962644,A0A1V4G576_9BACL
UniRef100_UPI00096CC95C/72-554,[subseq from] spore germination protein,,,,,1,Paenibacillus peoriae TaxID=59893,UPI00096CC95C
UniRef100_W7RQL5/2-468,[subseq from] Spore gernimation protein,,,,,1,Bacillus haynesii TaxID=1925021,W7RQL5_9BACI
UniRef100_UPI000F4D2AEB/36-511,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000F4D2AEB
UniRef100_A0A1C0ZS79/26-492,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus pectinilyticus TaxID=512399,A0A1C0ZS79_9BACL
UniRef100_UPI0011EAE5A3/72-554,[subseq from] spore germination protein,,,,,1,Paenibacillus terrae TaxID=159743,UPI0011EAE5A3
UniRef100_UPI00101DFB9A/26-494,[subseq from] spore germination protein,,,,,1,Bacillus funiculus TaxID=137993,UPI00101DFB9A
UniRef100_A0A0F2J6E6/11-492,[subseq from] Spore germination protein GerKA,,,,,1,Desulfosporosinus sp. I2 TaxID=1617025,A0A0F2J6E6_9FIRM
UniRef100_A0A3A9DGA1/34-518,[subseq from] Spore germination protein,,,,,1,Bacillus aerius TaxID=293388,A0A3A9DGA1_9BACI
UniRef100_A0A1K1QVV4/34-508,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus sp. UNCCL117 TaxID=1502764,A0A1K1QVV4_9BACL
UniRef100_A0A164AA96/28-495,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus elgii TaxID=189691,A0A164AA96_9BACL
UniRef100_UPI0011433846/63-546,[subseq from] spore germination protein,,,,,1,Paenibacillus luteus TaxID=2545753,UPI0011433846
UniRef100_UPI00031995BF/62-547,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI00031995BF
UniRef100_UPI0009D74A6D/30-506,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI0009D74A6D
UniRef100_A0A1H8AHM5/56-534,[subseq from] Spore germination protein,,,,,1,Terribacillus saccharophilus TaxID=361277,A0A1H8AHM5_9BACI
UniRef100_UPI00048C13F6/72-554,[subseq from] spore germination protein,,,,,1,unclassified Paenibacillus TaxID=185978,UPI00048C13F6
UniRef100_A0A509G1Z4/72-554,[subseq from] Spore germination protein B1,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A509G1Z4_PAEPO
UniRef100_UPI0011A60930/34-518,[subseq from] spore germination protein,,,,,1,Bacillus paralicheniformis TaxID=1648923,UPI0011A60930
UniRef100_A0A0D7X4V5/69-548,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus terrae TaxID=159743,A0A0D7X4V5_9BACL
UniRef100_A0A1H8VMB3/40-514,[subseq from] Spore germination protein KA/spore germination protein,,,,,1,Paenibacillus sp. OV219 TaxID=1884377,A0A1H8VMB3_9BACL
UniRef100_UPI0006C33034/67-552,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI0006C33034
UniRef100_UPI0009B860BE/30-507,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI0009B860BE
UniRef100_A0A264EJX8/30-507,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A264EJX8_9BACL
UniRef100_A0A4U0FAV3/11-479,[subseq from] Spore germination protein,,,,,1,Cohnella sp. CAU 1483 TaxID=2564100,A0A4U0FAV3_9BACL
UniRef100_A0A2K1ERC2/72-557,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. F4 TaxID=357385,A0A2K1ERC2_9BACL
UniRef100_A0A2K8N9X0/33-501,[subseq from] Spore germination protein,,,,,1,Kyrpidia spormannii TaxID=2055160,A0A2K8N9X0_9BACL
UniRef100_A0A1I3I3D4/22-494,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus sp. UNC496MF TaxID=1502753,A0A1I3I3D4_9BACL
UniRef100_A0A1B1MZ56/11-478,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus yonginensis TaxID=1462996,A0A1B1MZ56_9BACL
UniRef100_A0A2A5K594/3-456,[subseq from] Spore germination receptor subunit-like protein,,,,,1,Paenibacillus larvae subsp. larvae (strain NRRL B-3650 / LMG 16245) TaxID=741161,A0A2A5K594_PAELB
UniRef100_UPI0004794F9B/29-507,[subseq from] spore germination protein,,,,,1,Sediminibacillus halophilus TaxID=482461,UPI0004794F9B
UniRef100_W4D5W7/33-512,[subseq from] Germination protein,,,,,1,Paenibacillus sp. FSL R7-277 TaxID=1227352,W4D5W7_9BACL
UniRef100_A4J0K1/46-526,[subseq from] GerA spore germination protein,,,,,1,Desulfotomaculum reducens (strain MI-1) TaxID=349161,A4J0K1_DESRM
UniRef100_A0A366E972/14-498,[subseq from] Spore germination protein KA,,,,,1,Paraliobacillus ryukyuensis TaxID=200904,A0A366E972_9BACI
UniRef100_UPI000BEBDE46/34-516,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI000BEBDE46
UniRef100_UPI00036589A1/91-572,[subseq from] spore germination protein,,,,,1,Paenibacillus massiliensis TaxID=225917,UPI00036589A1
UniRef100_UPI00042E9D17/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI00042E9D17
UniRef100_UPI000C9F361D/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000C9F361D
UniRef100_UPI00046E905D/94-574,[subseq from] spore germination protein,,,,,1,Paenibacillus massiliensis TaxID=225917,UPI00046E905D
UniRef100_UPI0003B20BCA/28-512,[subseq from] spore germination protein,,,,,1,Brevibacillus laterosporus TaxID=1465,UPI0003B20BCA
UniRef100_A0A2P7V7U9/29-496,[subseq from] Spore germination protein,,,,,1,Brevibacillus sp. NRRL NRS-1210 TaxID=2126352,A0A2P7V7U9_9BACL
UniRef100_UPI0005EE3602/32-513,[subseq from] spore germination protein,,,,,1,Desulfosporosinus sp. I2 TaxID=1617025,UPI0005EE3602
UniRef100_UPI0007E435AD/86-565,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. AD87 TaxID=1528787,UPI0007E435AD
UniRef100_A0A1R1RKN4/34-518,[subseq from] Spore germination protein,,,,,1,Bacillus haynesii TaxID=1925021,A0A1R1RKN4_9BACI
UniRef100_UPI0006FC0849/28-498,[subseq from] spore germination protein,,,,,1,Brevibacillus sp. Leaf182 TaxID=1736290,UPI0006FC0849
UniRef100_A0A2V2HE52/34-518,[subseq from] Spore germination protein,,,,,2,unclassified Bacillus TaxID=185979,A0A2V2HE52_9BACI
UniRef100_UPI0005ECEFC6/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI0005ECEFC6
UniRef100_A0A1H7Z460/29-508,[subseq from] GerA spore germination protein,,,,,1,Paenibacillus sp. cl141a TaxID=1761877,A0A1H7Z460_9BACL
UniRef100_A0A2T0C680/46-513,[subseq from] Spore germination protein,,,,,1,Bacillus sp. RJGP41 TaxID=2108534,A0A2T0C680_9BACI
UniRef100_UPI00096E7DD9/93-574,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096E7DD9
UniRef100_A0A4Q9DV74/2-464,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. N2SHLJ1 TaxID=2527873,A0A4Q9DV74_9BACL
UniRef100_A0A1H5VWE1/39-517,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. UNC499MF TaxID=1502751,A0A1H5VWE1_9BACL
UniRef100_UPI000E2E99D3/28-512,[subseq from] spore germination protein,,,,,1,Brevibacillus sp. VP TaxID=2293326,UPI000E2E99D3
UniRef100_UPI00083E2F07/72-554,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI00083E2F07
UniRef100_A0A418SSL9/18-485,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. 1011MAR3C5 TaxID=1675787,A0A418SSL9_9BACL
UniRef100_A0A1J5JW45/40-520,[subseq from] Spore germination protein A1,,,,,1,Moorella thermoacetica TaxID=1525,A0A1J5JW45_MOOTH
UniRef100_A0A3C2CXW0/11-473,[subseq from] Spore germination protein (Fragment),,,,,1,Bacillus bacterium TaxID=2053512,A0A3C2CXW0_9BACI
UniRef100_A0A0N0C5F3/72-560,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus sp. A59 TaxID=1705561,A0A0N0C5F3_9BACL
UniRef100_UPI000FD9418A/31-510,[subseq from] spore germination protein,,,,,1,Paenibacillus lautus TaxID=1401,UPI000FD9418A
UniRef100_UPI000A473A4C/2-484,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. Mc5Re-14 TaxID=1030529,UPI000A473A4C
UniRef100_A0A1R1FDH1/28-502,[subseq from] Spore germination protein,,,,,2,Paenibacillus sp. FSL R5-0765 TaxID=1920425,A0A1R1FDH1_9BACL
UniRef100_W7R645/34-518,[subseq from] Spore gernimation protein,,,,,1,Bacillus haynesii TaxID=1925021,W7R645_9BACI
UniRef100_F5LQ92/39-518,[subseq from] Uncharacterized protein,,,,,2,Paenibacillus sp. HGF7 TaxID=944559,F5LQ92_9BACL
UniRef100_V9W3N1/3-456,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus larvae subsp. larvae DSM 25430 TaxID=697284,V9W3N1_9BACL
UniRef100_A0A2A8FAJ7/35-514,[subseq from] Spore germination protein,,,,,1,Bacillus wiedmannii TaxID=1890302,A0A2A8FAJ7_9BACI
UniRef100_UPI000C9F675E/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000C9F675E
UniRef100_A0A378XRH8/62-546,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus polymyxa TaxID=1406,A0A378XRH8_PAEPO
UniRef100_A0A2A8E1E1/55-536,[subseq from] Spore germination protein,,,,,1,Bacillus cereus TaxID=1396,A0A2A8E1E1_BACCE
UniRef100_UPI000BEC78E2/34-502,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI000BEC78E2
UniRef100_UPI0003D3344F/72-554,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI0003D3344F
UniRef100_A0A0M0GLN7/16-498,[subseq from] Spore gernimation protein KB,,,,,1,Sporosarcina globispora TaxID=1459,A0A0M0GLN7_SPOGL
UniRef100_UPI000B8CF889/32-511,[subseq from] spore germination protein,,,,,1,Paenibacillus physcomitrellae TaxID=1619311,UPI000B8CF889
UniRef100_UPI0010F63221/35-504,[subseq from] spore germination protein,,,,,1,Bacillus siralis TaxID=77777,UPI0010F63221
UniRef100_A0A3G1L1K7/36-511,[subseq from] Spore germination protein,,,,,2,Peptococcaceae bacterium DCMF TaxID=1761012,A0A3G1L1K7_9FIRM
UniRef100_A0A1H4I1D5/89-568,[subseq from] Spore germination protein,,,,,2,Paenibacillus sp. 276b TaxID=1566277,A0A1H4I1D5_9BACL
UniRef100_UPI000FDB4261/7-488,[subseq from] spore germination protein,,,,,1,Paenibacillus kobensis TaxID=59841,UPI000FDB4261
UniRef100_UPI00111552B4/112-593,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00111552B4
UniRef100_A0A2V4V9Z9/78-565,[subseq from] Spore germination protein,,,,,1,Paenibacillus barcinonensis TaxID=198119,A0A2V4V9Z9_PAEBA
UniRef100_A0A2B2NM57/2-474,[subseq from] Spore germination protein,,,,,1,Bacillus cereus TaxID=1396,A0A2B2NM57_BACCE
UniRef100_A0A4Z0QX95/38-516,[subseq from] Spore germination protein,,,,,1,Desulfosporosinus sp. Sb-LF TaxID=2560027,A0A4Z0QX95_9FIRM
UniRef100_A0A3D1FGU3/48-531,[subseq from] Spore germination protein,,,,,1,Firmicutes bacterium TaxID=1879010,A0A3D1FGU3_9FIRM
UniRef100_A0A0F7BY84/28-512,[subseq from] Spore gernimation protein GerA,,,,,1,Brevibacillus laterosporus TaxID=1465,A0A0F7BY84_BRELA
UniRef100_UPI0003FE1B2F/38-511,[subseq from] spore germination protein,,,,,1,Paenibacillus panacisoli TaxID=363858,UPI0003FE1B2F
UniRef100_UPI00096D0634/95-576,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096D0634
UniRef100_UPI0006A94A93/33-515,[subseq from] spore germination protein,,,,,1,Sporosarcina globispora TaxID=1459,UPI0006A94A93
UniRef100_UPI00111D8646/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. py1325 TaxID=2583376,UPI00111D8646
UniRef100_UPI0004DF4804/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI0004DF4804
UniRef100_UPI0007BEB6BE/86-565,[subseq from] spore germination protein,,,,,1,unclassified Paenibacillus TaxID=185978,UPI0007BEB6BE
UniRef100_A0A090Y8P1/33-502,[subseq from] GerA spore germination family protein,,,,,1,Bacillus mycoides TaxID=1405,A0A090Y8P1_BACMY
UniRef100_UPI00096D2D70/74-551,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096D2D70
UniRef100_K6CDD4/28-496,[subseq from] Spore germination protein,,,,,1,Bacillus bataviensis LMG 21833 TaxID=1117379,K6CDD4_9BACI
UniRef100_A0A117T164/41-517,[subseq from] Spore gernimation protein KA,,,,,2,Paenibacillus sp. DMB5 TaxID=1780103,A0A117T164_9BACL
UniRef100_UPI000BFC0955/14-480,[subseq from] spore germination protein GerKA,,,,,1,Bacillus thuringiensis TaxID=1428,UPI000BFC0955
UniRef100_UPI00026C584C/72-551,[subseq from] spore germination protein,,,,,1,Paenibacillus peoriae TaxID=59893,UPI00026C584C
UniRef100_A0A2T0F0R4/14-479,[subseq from] Spore germination protein,,,,,1,Bacillus thuringiensis TaxID=1428,A0A2T0F0R4_BACTU
UniRef100_UPI000BECB518/34-502,[subseq from] spore germination protein,,,,,1,Bacillus cereus group TaxID=86661,UPI000BECB518
UniRef100_A0A268IGS4/65-534,[subseq from] Spore germination protein,,,,,1,Bacillus sp. 7504-2 TaxID=2022547,A0A268IGS4_9BACI
UniRef100_UPI00096CF22B/74-551,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096CF22B
UniRef100_A0A4Q0I1R1/34-512,[subseq from] Spore germination protein,,,,,1,Hungateiclostridium sp. N2K1 TaxID=2487273,A0A4Q0I1R1_9FIRM
UniRef100_UPI00111D9EC6/13-482,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. py1325 TaxID=2583376,UPI00111D9EC6
UniRef100_A0A0J5GZG0/33-510,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. LL01 TaxID=1665556,A0A0J5GZG0_9BACI
UniRef100_A0A0K6GLY3/8-474,[subseq from] Bacillus/Clostridium GerA spore germination protein,,,,,2,Anoxybacillus suryakundensis TaxID=1325335,A0A0K6GLY3_9BACI
UniRef100_A0A1R0YTM8/93-574,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0YTM8_9BACL
UniRef100_UPI000D528B39/67-544,[subseq from] spore germination protein,,,,,1,Paenibacillus ihuae TaxID=1232431,UPI000D528B39
UniRef100_UPI00096D6900/95-576,[subseq from] spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096D6900
UniRef100_A0A1J9WIF2/15-479,[subseq from] Spore gernimation protein GerK,,,,,1,Bacillus cereus TaxID=1396,A0A1J9WIF2_BACCE
UniRef100_A0A089KEG0/31-507,[subseq from] Spore gernimation protein GerA,,,,,2,Paenibacillus sp. FSL R7-0273 TaxID=1536772,A0A089KEG0_9BACL
UniRef100_UPI0009E7316C/36-508,[subseq from] spore germination protein,,,,,1,Gorillibacterium timonense TaxID=1689269,UPI0009E7316C
UniRef100_A0A160F4A5/4-470,[subseq from] GerA spore germination family protein,,,,,2,Anoxybacillus amylolyticus TaxID=294699,A0A160F4A5_9BACI
UniRef100_A0A2A7I114/2-474,[subseq from] Spore germination protein,,,,,1,Bacillus cereus TaxID=1396,A0A2A7I114_BACCE
UniRef100_A0A1R0Z7B8/74-551,[subseq from] Spore germination protein,,,,,1,Paenibacillus odorifer TaxID=189426,A0A1R0Z7B8_9BACL
UniRef100_I4D0C7/31-507,"[subseq from] Spore germination protein, GerA family",,,,,1,Desulfosporosinus acidiphilus (strain DSM 22704 / JCM 16185 / SJ4) TaxID=646529,I4D0C7_DESAJ
UniRef100_A0A177XTQ8/28-512,[subseq from] Spore gernimation protein GerA,,,,,1,Brevibacillus sp. SKDU10 TaxID=1247872,A0A177XTQ8_9BACL
UniRef100_UPI000932E431/86-565,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. ov031 TaxID=1761879,UPI000932E431
UniRef100_UPI000306F93F/62-546,[subseq from] spore germination protein,,,,,1,Paenibacillus TaxID=44249,UPI000306F93F
UniRef100_A0A163WPK0/4-470,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus elgii TaxID=189691,A0A163WPK0_9BACL
UniRef100_UPI0009A853C3/86-565,[subseq from] spore germination protein,,,,,1,unclassified Paenibacillus TaxID=185978,UPI0009A853C3
UniRef100_UPI000BEDFB80/33-502,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI000BEDFB80
UniRef100_UPI000BF47A33/33-502,[subseq from] spore germination protein,,,,,1,Bacillus cereus TaxID=1396,UPI000BF47A33
UniRef100_A0A1B2DTM7/60-547,[subseq from] Spore gernimation protein GerA,,,,,1,Paenibacillus sp. BIHB4019 TaxID=1870819,A0A1B2DTM7_9BACL
UniRef100_A0A1H2RJ47/20-490,[subseq from] Spore germination protein KA,,,,,1,Paenibacillus sp. CF384 TaxID=1884382,A0A1H2RJ47_9BACL
UniRef100_UPI0004956976/72-554,[subseq from] spore germination protein,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI0004956976
UniRef100_A0A3S4H0D1/34-518,[subseq from] Spore germination protein,,,,,1,Bacillus licheniformis TaxID=1402,A0A3S4H0D1_BACLI
UniRef100_UPI00047B0EAC/29-507,[subseq from] spore germination protein,,,,,1,Bacillus sp. NSP22.2 TaxID=1071073,UPI00047B0EAC
UniRef100_UPI000B498A53/31-507,[subseq from] spore germination protein,,,,,1,Desulfosporosinus sp. FKB TaxID=1969835,UPI000B498A53
UniRef100_UPI0011447AE9/13-482,[subseq from] spore germination protein,,,,,1,Paenibacillus luteus TaxID=2545753,UPI0011447AE9
UniRef100_A0A398BFA9/26-506,[subseq from] Spore germination protein,,,,,1,Bacillus zeae TaxID=1917180,A0A398BFA9_9BACI
UniRef100_A0A4R5ZKB8/30-497,[subseq from] Spore germination protein,,,,,1,Rhodococcus qingshengii TaxID=334542,A0A4R5ZKB8_9NOCA
UniRef100_UPI000FDAD6FD/14-494,[subseq from] spore germination protein,,,,,1,Paenibacillus koleovorans TaxID=121608,UPI000FDAD6FD
UniRef100_UPI0009DCFA5A/30-510,[subseq from] spore germination protein,,,,,1,Paenibacillus sp. FSL R5-0345 TaxID=1536770,UPI0009DCFA5A
UniRef100_F5LFQ1/47-519,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus sp. HGF7 TaxID=944559,F5LFQ1_9BACL
UniRef100_A0A5D4S7H5/32-510,[subseq from] Spore germination protein,,,,,1,Bacillus horikoshii TaxID=79883,A0A5D4S7H5_9BACI
UniRef100_A0A1Y0CPC0/32-510,[subseq from] Spore germination protein,,,,,1,Bacillus horikoshii TaxID=79883,A0A1Y0CPC0_9BACI
UniRef100_UPI0004217772/11-493,[subseq from] spore germination protein,,,,,1,Paenibacillus alginolyticus TaxID=59839,UPI0004217772
UniRef100_UPI000E2EA145/34-502,[subseq from] spore germination protein,,,,,1,Bacillus thuringiensis TaxID=1428,UPI000E2EA145
UniRef100_A0A2V2ZWE8/34-508,[subseq from] Spore germination protein KA,,,,,1,Bacillus oceanisediminis TaxID=665099,A0A2V2ZWE8_9BACI
