id,name,GN,OS,PE,SV,n,Tax,RepID
UniRef100_A0A2P1F9Y8/4-360,[subseq from] Spore gernimation protein,,,,,1,Bacillus pumilus TaxID=1408,A0A2P1F9Y8_BACPU
UniRef100_UPI000BF07245/6-362,[subseq from] endospore germination permease,,,,,1,Bacillus aryabhattai TaxID=412384,UPI000BF07245
UniRef100_A0A0H1RZF4/4-360,[subseq from] Spore gernimation protein,,,,,2,Bacillus TaxID=55087,A0A0H1RZF4_BACPU
UniRef100_UPI0009E6C29D/2-360,[subseq from] endospore germination permease,,,,,1,Lysinibacillus sp. FJAT-14745 TaxID=1704289,UPI0009E6C29D
UniRef100_UPI00035CBE0D/2-357,[subseq from] endospore germination permease,,,,,1,Paenibacillus massiliensis TaxID=225917,UPI00035CBE0D
UniRef100_A0A4U2M167/7-360,[subseq from] Uncharacterized protein,,,,,2,Bacillus simplex TaxID=1478,A0A4U2M167_9BACI
UniRef100_UPI00058D109A/7-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus TaxID=55087,UPI00058D109A
UniRef100_A0A2A7HW79/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus cereus TaxID=1396,A0A2A7HW79_BACCE
UniRef100_UPI00064CD60F/6-362,[subseq from] endospore germination permease,,,,,1,Bacillus megaterium TaxID=1404,UPI00064CD60F
UniRef100_A0A2T0CR36/7-360,[subseq from] Uncharacterized protein,,,,,1,Bacillus sp. RJGP41 TaxID=2108534,A0A2T0CR36_9BACI
UniRef100_A0A0A2SQD8/7-357,[subseq from] Spore gernimation protein,,,,,1,Anoxybacillus gonensis TaxID=198467,A0A0A2SQD8_9BACI
UniRef100_UPI00115337A7/6-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. B4EP4a TaxID=2590665,UPI00115337A7
UniRef100_UPI000B44BFBE/16-374,[subseq from] endospore germination permease,,,,,1,Bacillus sp. EAC TaxID=1978338,UPI000B44BFBE
UniRef100_A0A2T0CQQ0/4-361,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. RJGP41 TaxID=2108534,A0A2T0CQQ0_9BACI
UniRef100_A0A268IFV3/3-360,[subseq from] Uncharacterized protein,,,,,1,Bacillus sp. 7504-2 TaxID=2022547,A0A268IFV3_9BACI
UniRef100_UPI00106F87A6/4-359,[subseq from] endospore germination permease,,,,,1,Ammoniphilus sp. YIM 78166 TaxID=1644106,UPI00106F87A6
UniRef100_C2V4M7/3-357,[subseq from] Spore germination protein IB,,,,,1,Bacillus cereus Rock3-28 TaxID=526983,C2V4M7_BACCE
UniRef100_A0A1G8KS23/7-359,[subseq from] Spore germination protein,,,,,1,Natribacillus halophilus TaxID=549003,A0A1G8KS23_9BACI
UniRef100_UPI0007D0A5C7/15-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus aquimaris TaxID=189382,UPI0007D0A5C7
UniRef100_A0A150F7L8/3-361,[subseq from] Spore gernimation protein,,,,,1,Bacillus nakamurai TaxID=1793963,A0A150F7L8_9BACI
UniRef100_UPI00096CD678/4-359,[subseq from] endospore germination permease,,,,,1,Paenibacillus amylolyticus TaxID=1451,UPI00096CD678
UniRef100_UPI000994D376/13-363,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus abyssalis TaxID=1221450,UPI000994D376
UniRef100_J8IHA8/3-357,[subseq from] Spore germination protein (Amino acid permease),,,,,2,Bacillus mycoides TaxID=1405,J8IHA8_BACMY
UniRef100_A0A4R5VUW2/7-359,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. WN066 TaxID=2547811,A0A4R5VUW2_9BACI
UniRef100_A0A542QHS5/11-360,[subseq from] Spore germination protein (Amino acid permease),,,,,1,Brevibacillus sp. AG162 TaxID=2572910,A0A542QHS5_9BACL
UniRef100_M8EBT0/10-375,[subseq from] Spore germination protein,,,,,1,Brevibacillus borstelensis AK1 TaxID=1300222,M8EBT0_9BACL
UniRef100_A0A2W0CTF8/4-361,[subseq from] Spore germination protein,,,,,1,Paenibacillus illinoisensis TaxID=59845,A0A2W0CTF8_9BACL
UniRef100_A0A3N6AML8/2-360,[subseq from] Uncharacterized protein,,,,,1,Bacillus endophyticus TaxID=135735,A0A3N6AML8_9BACI
UniRef100_A0A267M9S1/8-365,[subseq from] Uncharacterized protein,,,,,1,Anaeromicrobium sediminis TaxID=1478221,A0A267M9S1_9CLOT
UniRef100_D8GZE7/3-357,[subseq from] Spore germination protein GerHB,,,,,1,Bacillus cereus var. anthracis (strain CI) TaxID=637380,D8GZE7_BACAI
UniRef100_A0A1R0YJA4/3-360,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus borealis TaxID=160799,A0A1R0YJA4_9BACL
UniRef100_UPI00096EE2AD/2-361,[subseq from] endospore germination permease,,,,,1,Paenibacillus odorifer TaxID=189426,UPI00096EE2AD
UniRef100_A0A3A3GL22/5-358,[subseq from] Spore gernimation protein KC,,,,,1,Paenibacillus thiaminolyticus TaxID=49283,A0A3A3GL22_PANTH
UniRef100_UPI0011A8B2F3/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus thuringiensis TaxID=1428,UPI0011A8B2F3
UniRef100_A0A366EZI0/12-368,[subseq from] Spore germination protein KB,,,,,1,Bacillus aquimaris TaxID=189382,A0A366EZI0_9BACI
UniRef100_A0A2C1YUB5/7-358,[subseq from] Spore gernimation protein GerB,,,,,2,unclassified Bacillus TaxID=185979,A0A2C1YUB5_9BACI
UniRef100_A0A1N6ZLN8/7-357,[subseq from] Spore germination protein (Amino acid permease),,,,,1,Bacillus simplex TaxID=1478,A0A1N6ZLN8_9BACI
UniRef100_UPI0005593F38/6-361,[subseq from] endospore germination permease,,,,,1,Bacillus simplex TaxID=1478,UPI0005593F38
UniRef100_UPI000FD7F85D/5-364,[subseq from] endospore germination permease,,,,,1,Paenibacillus glycanilyticus TaxID=126569,UPI000FD7F85D
UniRef100_A0A1X6PZY0/5-357,[subseq from] Uncharacterized protein,,,,,1,Bacillus mycoides TaxID=1405,A0A1X6PZY0_BACMY
UniRef100_A0A063YVN0/11-361,[subseq from] Spore gernimation protein GerB,,,,,1,Geobacillus sp. CAMR5420 TaxID=1482739,A0A063YVN0_9BACI
UniRef100_A0A1X7E3E6/7-360,[subseq from] Spore germination protein AB,,,,,1,Bacillus filamentosus TaxID=1402861,A0A1X7E3E6_9BACI
UniRef100_UPI00047A19B9/7-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. UNC438CL73TsuS30 TaxID=1340434,UPI00047A19B9
UniRef100_UPI00101B72AE/2-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus funiculus TaxID=137993,UPI00101B72AE
UniRef100_UPI000550414F/9-362,[subseq from] endospore germination permease,,,,,1,Brevibacillus thermoruber TaxID=33942,UPI000550414F
UniRef100_A0A2A8J1P1/4-358,[subseq from] Spore gernimation protein GerH,,,,,4,Bacillaceae TaxID=186817,A0A2A8J1P1_BACCE
UniRef100_A0A1D3PQ38/3-357,[subseq from] Spore germination protein IB,,,,,2,Bacillus cereus TaxID=1396,A0A1D3PQ38_BACCE
UniRef100_UPI000C9A6C3B/5-361,[subseq from] endospore germination permease,,,,,1,Bacillus megaterium TaxID=1404,UPI000C9A6C3B
UniRef100_A0A3B0CJS8/6-359,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus ginsengarvi TaxID=400777,A0A3B0CJS8_9BACL
UniRef100_A0A5D4SF49/3-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus infantis TaxID=324767,A0A5D4SF49_9BACI
UniRef100_U5LCG6/17-364,[subseq from] Spore germination protein,,,,,1,Bacillus infantis NRRL B-14911 TaxID=1367477,U5LCG6_9BACI
UniRef100_UPI0011A73987/4-360,[subseq from] endospore germination permease,,,,,1,Bacillus sp. WP8 TaxID=756828,UPI0011A73987
UniRef100_UPI000410B678/3-361,[subseq from] endospore germination permease,,,,,1,Paenibacillus polymyxa TaxID=1406,UPI000410B678
UniRef100_A0A3D8WV51/8-355,[subseq from] Spore gernimation protein GerB,,,,,1,Bacillus megaterium TaxID=1404,A0A3D8WV51_BACME
UniRef100_UPI00027A88D7/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus cereus TaxID=1396,UPI00027A88D7
UniRef100_A0A3A5IPG6/2-357,[subseq from] Uncharacterized protein,,,,,1,Bacillus filamentosus TaxID=1402861,A0A3A5IPG6_9BACI
UniRef100_UPI00068465FF/19-366,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus infantis TaxID=324767,UPI00068465FF
UniRef100_A0A4S4BSV6/2-361,[subseq from] Spore gernimation protein KB,,,,,1,Bacillus sp. DSL-17 TaxID=2567941,A0A4S4BSV6_9BACI
UniRef100_A0A3M8DH35/7-359,[subseq from] Spore gernimation protein,,,,,1,Brevibacillus nitrificans TaxID=651560,A0A3M8DH35_9BACL
UniRef100_UPI00118041D1/9-362,[subseq from] endospore germination permease,,,,,1,Virgibacillus proomii TaxID=84407,UPI00118041D1
UniRef100_A0A1G4PWC2/2-356,[subseq from] Spore germination protein KB,,,,,1,Paenibacillus tianmuensis TaxID=624147,A0A1G4PWC2_9BACL
UniRef100_A0A2A4BJQ3/7-360,[subseq from] Uncharacterized protein,,,,,1,Bacillus simplex TaxID=1478,A0A2A4BJQ3_9BACI
UniRef100_UPI00114575EB/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus wiedmannii TaxID=1890302,UPI00114575EB
UniRef100_A0A3N6B6P1/2-357,[subseq from] Uncharacterized protein,,,,,1,Bacillus endophyticus TaxID=135735,A0A3N6B6P1_9BACI
UniRef100_A0A1Y5KD88/2-357,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus sp. MY03 TaxID=302980,A0A1Y5KD88_9BACL
UniRef100_A0A2S9HSX8/5-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus sp. MYb56 TaxID=1827287,A0A2S9HSX8_9BACI
UniRef100_UPI000EB0EA1B/10-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus aciditolerans (strain JCM 32973 / CCTCC AB 2017280 / YN-1) TaxID=72581,UPI000EB0EA1B
UniRef100_UPI000469D9E4/10-375,[subseq from] endospore germination permease,,,,,1,Brevibacillus borstelensis TaxID=45462,UPI000469D9E4
UniRef100_A0A0M2PH41/3-362,[subseq from] Uncharacterized protein,,,,,1,Bacillus sp. SA1-12 TaxID=1455638,A0A0M2PH41_9BACI
UniRef100_A0A231RED7/10-363,[subseq from] Spore gernimation protein,,,,,1,Cohnella sp. CIP 111063 TaxID=1955714,A0A231RED7_9BACL
UniRef100_A0A372LCX1/6-358,[subseq from] Spore gernimation protein GerB,,,,,1,Bacillus sp. V44-8 TaxID=2303991,A0A372LCX1_9BACI
UniRef100_A0A3E0RGA0/9-362,[subseq from] Spore gernimation protein,,,,,1,Brevibacillus sp. TaxID=1882945,A0A3E0RGA0_9BACL
UniRef100_A0A2C3P3T2/4-358,[subseq from] Spore gernimation protein GerH,,,,,2,Bacillus wiedmannii TaxID=1890302,A0A2C3P3T2_9BACI
UniRef100_UPI0005CD467E/9-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus alveayuensis TaxID=279215,UPI0005CD467E
UniRef100_UPI00114E6977/7-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. B4EP4a TaxID=2590665,UPI00114E6977
UniRef100_A0A2V5KNM0/5-359,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus sp. DXL2 TaxID=2211139,A0A2V5KNM0_9BACL
UniRef100_A0A5C8MVR5/11-361,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Geobacillus sp. SY1 TaxID=2603622,A0A5C8MVR5_9BACI
UniRef100_UPI0007BFBE82/7-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. FJAT-20673 TaxID=1830326,UPI0007BFBE82
UniRef100_UPI000FFEA5F2/2-352,[subseq from] endospore germination permease,,,,,1,Thermoanaerobacterium thermosaccharolyticum TaxID=1517,UPI000FFEA5F2
UniRef100_UPI000C2443AC/7-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. FJAT-42315 TaxID=2014077,UPI000C2443AC
UniRef100_A0A2S8UPJ8/5-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus sp. MYb209 TaxID=1848605,A0A2S8UPJ8_9BACI
UniRef100_A0A2G6QC27/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus sp. 17-SMS-01 TaxID=2039284,A0A2G6QC27_9BACI
UniRef100_UPI00086416E7/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus mycoides TaxID=1405,UPI00086416E7
UniRef100_A0A1S2R3H6/7-359,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. MUM 116 TaxID=1678002,A0A1S2R3H6_9BACI
UniRef100_A0A4Q7QT30/4-363,[subseq from] Spore germination protein KB,,,,,1,Fictibacillus sp. BK138 TaxID=2512121,A0A4Q7QT30_9BACI
UniRef100_A0A384IMD8/2-357,[subseq from] Spore gernimation protein,,,,,1,Bacillus atrophaeus TaxID=1452,A0A384IMD8_BACAT
UniRef100_A0A0A0IBT7/2-360,[subseq from] Spore gernimation protein,,,,,1,Clostridium novyi A str. 4552 TaxID=1444289,A0A0A0IBT7_CLONO
UniRef100_UPI000BEE4F8C/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus pseudomycoides TaxID=64104,UPI000BEE4F8C
UniRef100_F8FE39/3-360,[subseq from] Spore germination protein,,,,,1,Paenibacillus mucilaginosus (strain KNP414) TaxID=1036673,F8FE39_PAEMK
UniRef100_UPI00070A335F/6-361,[subseq from] endospore germination permease,,,,,1,Bacillus TaxID=55087,UPI00070A335F
UniRef100_UPI000F8747FF/4-360,[subseq from] endospore germination permease,,,,,1,Bacillus safensis TaxID=561879,UPI000F8747FF
UniRef100_A0A3E0K5J4/4-363,[subseq from] Spore gernimation protein KB,,,,,1,Caldibacillus debilis TaxID=301148,A0A3E0K5J4_9BACI
UniRef100_A0A2B5XLY7/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus toyonensis TaxID=155322,A0A2B5XLY7_9BACI
UniRef100_A0A0J1HWJ5/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus anthracis TaxID=1392,A0A0J1HWJ5_BACAN
UniRef100_A0A0A3J341/3-361,[subseq from] Spore gernimation protein,,,,,1,Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529 TaxID=1211035,A0A0A3J341_9BACI
UniRef100_UPI000CCC748D/7-359,[subseq from] endospore germination permease,,,,,1,Brevibacillus reuszeri TaxID=54915,UPI000CCC748D
UniRef100_A0A2C5FQS2/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus pseudomycoides TaxID=64104,A0A2C5FQS2_9BACI
UniRef100_A0A2T0CIJ9/6-361,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. RJGP41 TaxID=2108534,A0A2T0CIJ9_9BACI
UniRef100_A0A357M9R1/4-362,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus sp. TaxID=58172,A0A357M9R1_PAESP
UniRef100_UPI0011DD1797/5-361,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus simplex TaxID=1478,UPI0011DD1797
UniRef100_A0A3S0VRH9/3-359,[subseq from] Uncharacterized protein,,,,,1,Bacillus sp. SAJ1 TaxID=2497750,A0A3S0VRH9_9BACI
UniRef100_A0A1G5C0L0/4-360,[subseq from] Spore germination protein (Amino acid permease),,,,,1,Alkaliphilus peptidifermentans DSM 18978 TaxID=1120976,A0A1G5C0L0_9CLOT
UniRef100_A0A2G8IUW4/4-360,[subseq from] Spore gernimation protein,,,,,1,Bacillus pumilus TaxID=1408,A0A2G8IUW4_BACPU
UniRef100_A0A4R1G6D5/11-361,[subseq from] Spore germination protein (Amino acid permease),,,,,1,Anoxybacillus amylolyticus TaxID=294699,A0A4R1G6D5_9BACI
UniRef100_A0A3T0I5R4/11-358,[subseq from] Spore gernimation protein GerB,,,,,1,Bacillus mesonae TaxID=1193713,A0A3T0I5R4_9BACI
UniRef100_A0A2X4W5M4/6-359,[subseq from] Spore germination protein,,,,,1,Bacillus lentus TaxID=1467,A0A2X4W5M4_BACLE
UniRef100_UPI00041D8863/7-356,[subseq from] endospore germination permease,,,,,1,Paenibacillus alginolyticus TaxID=59839,UPI00041D8863
UniRef100_A0A2B5IXR0/4-358,[subseq from] Spore gernimation protein GerH,,,,,2,Bacillus wiedmannii TaxID=1890302,A0A2B5IXR0_9BACI
UniRef100_A0A5B8ZC33/8-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. FJAT-25496 TaxID=1742359,A0A5B8ZC33_9BACI
UniRef100_UPI0009FBC1D8/3-340,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Shimazuella kribbensis TaxID=139808,UPI0009FBC1D8
UniRef100_A0A243AVW0/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus thuringiensis serovar pingluonsis TaxID=180881,A0A243AVW0_BACTU
UniRef100_UPI0001D5864F/11-361,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Geobacillus sp. (strain C56-T3) TaxID=691437,UPI0001D5864F
UniRef100_UPI0003468BAF/2-361,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus coagulans TaxID=1398,UPI0003468BAF
UniRef100_A0A2A7WUX7/4-362,[subseq from] Spore gernimation protein,,,,,1,Bacillus sp. AFS002410 TaxID=2033481,A0A2A7WUX7_9BACI
UniRef100_UPI0009E5C3F7/9-367,[subseq from] endospore germination permease,,,,,1,Paenibacillus sp. VT-400 TaxID=1495853,UPI0009E5C3F7
UniRef100_UPI00047CC778/7-359,[subseq from] endospore germination permease,,,,,1,Bacillus sp. UNC41MFS5 TaxID=1449046,UPI00047CC778
UniRef100_A0A2S8XAC7/9-367,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus sp. MYb63 TaxID=1848709,A0A2S8XAC7_9BACL
UniRef100_UPI0009DF9F2C/9-367,[subseq from] endospore germination permease,,,,,1,Paenibacillus sp. FSL H7-689 TaxID=1227349,UPI0009DF9F2C
UniRef100_UPI0003FF25EE/9-362,[subseq from] endospore germination permease,,,,,1,Brevibacillus thermoruber TaxID=33942,UPI0003FF25EE
UniRef100_A0A1H0DBH8/3-358,[subseq from] Spore germination protein KB,,,,,1,Bacillus sp. OK048 TaxID=1882761,A0A1H0DBH8_9BACI
UniRef100_UPI0011E7F6AF/17-373,[subseq from] endospore germination permease,,,,,1,Paenibacillus methanolicus TaxID=582686,UPI0011E7F6AF
UniRef100_UPI000994BDEF/6-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus mycoides TaxID=1405,UPI000994BDEF
UniRef100_A0A1C4FVF7/5-357,[subseq from] Spore germination protein GerHB,,,,,1,Bacillus mycoides TaxID=1405,A0A1C4FVF7_BACMY
UniRef100_UPI00099495BC/7-359,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus alkalinitrilicus TaxID=427920,UPI00099495BC
UniRef100_UPI000B86ED47/16-371,[subseq from] endospore germination permease,,,,,1,Paenibacillus sp. GP183 TaxID=1882751,UPI000B86ED47
UniRef100_UPI000FDABECD/7-354,[subseq from] endospore germination permease,,,,,1,Paenibacillus elgii TaxID=189691,UPI000FDABECD
UniRef100_UPI0009E31C6D/2-360,[subseq from] endospore germination permease,,,,,1,Lysinibacillus xylanilyticus TaxID=582475,UPI0009E31C6D
UniRef100_A0A1A6AKV8/3-357,[subseq from] Spore germination protein YndE,,,,,1,Clostridium ragsdalei P11 TaxID=1353534,A0A1A6AKV8_9CLOT
UniRef100_UPI000FD6B1C3/6-361,[subseq from] endospore germination permease,,,,,1,Paenibacillus chondroitinus TaxID=59842,UPI000FD6B1C3
UniRef100_A0A1A5YQC5/3-360,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus oryzae TaxID=1844972,A0A1A5YQC5_9BACL
UniRef100_A0A2A8XIA5/4-357,[subseq from] Spore gernimation protein GerH,,,,,4,Bacillus cereus group TaxID=86661,A0A2A8XIA5_BACCE
UniRef100_A0A2S5D2K7/3-360,[subseq from] Spore germination protein YndE,,,,,1,Lysinibacillus sphaericus TaxID=1421,A0A2S5D2K7_LYSSH
UniRef100_UPI00035CDF06/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus TaxID=55087,UPI00035CDF06
UniRef100_UPI00077C7B18/2-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus endophyticus TaxID=135735,UPI00077C7B18
UniRef100_C8W226/3-355,[subseq from] Spore germination protein,,,,,1,Desulfofarcimen acetoxidans (strain ATCC 49208 / DSM 771 / VKM B-1644 / 5575) TaxID=485916,C8W226_DESAS
UniRef100_C2W8F2/4-324,[subseq from] Spore germination protein,,,,,1,Bacillus cereus Rock3-44 TaxID=526986,C2W8F2_BACCE
UniRef100_A0A198A1M7/7-359,[subseq from] Uncharacterized protein,,,,,1,Paenibacillus oryzisoli TaxID=1850517,A0A198A1M7_9BACL
UniRef100_A0A220MKX6/9-359,[subseq from] Spore gernimation protein,,,,,1,Brevibacillus formosus TaxID=54913,A0A220MKX6_9BACL
UniRef100_C6D1E4/2-357,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. (strain JDR-2) TaxID=324057,C6D1E4_PAESJ
UniRef100_A0A4U2W0F7/4-360,[subseq from] Spore gernimation protein,,,,,1,Bacillus pumilus TaxID=1408,A0A4U2W0F7_BACPU
UniRef100_UPI00124421AC/8-364,[subseq from] endospore germination permease,,,,,1,Bacillus methanolicus TaxID=1471,UPI00124421AC
UniRef100_C6D3H7/6-364,[subseq from] Spore germination protein,,,,,1,Paenibacillus sp. (strain JDR-2) TaxID=324057,C6D3H7_PAESJ
UniRef100_UPI0004F2BB1B/19-371,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Brevibacillus borstelensis TaxID=45462,UPI0004F2BB1B
UniRef100_A0A1Q8US42/5-361,[subseq from] Spore gernimation protein KC,,,,,1,Bacillus megaterium TaxID=1404,A0A1Q8US42_BACME
UniRef100_UPI001155D671/3-356,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus wiedmannii TaxID=1890302,UPI001155D671
UniRef100_A0A561CZH8/2-361,[subseq from] Spore germination protein KB,,,,,2,Bacillus bataviensis TaxID=220685,A0A561CZH8_9BACI
UniRef100_A0A4R5ZTP7/6-358,[subseq from] Amino acid permease,,,,,1,Rhodococcus qingshengii TaxID=334542,A0A4R5ZTP7_9NOCA
UniRef100_A0A4U2Y8Q2/4-361,[subseq from] Spore gernimation protein,,,,,1,Brevibacillus sp. TGS2-1 TaxID=2570228,A0A4U2Y8Q2_9BACL
UniRef100_A0A2B9BQE2/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus cereus TaxID=1396,A0A2B9BQE2_BACCE
UniRef100_UPI00055284DB/12-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus indicus TaxID=246786,UPI00055284DB
UniRef100_UPI00085763BD/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus cytotoxicus TaxID=580165,UPI00085763BD
UniRef100_UPI0003604B16/6-361,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Paenibacillus daejeonensis TaxID=135193,UPI0003604B16
UniRef100_A0A2Z4MNN8/7-359,[subseq from] Spore gernimation protein,,,,,1,Brevibacillus brevis TaxID=1393,A0A2Z4MNN8_BREBE
UniRef100_UPI0007760435/4-360,[subseq from] endospore germination permease,,,,,1,Bacillus pumilus TaxID=1408,UPI0007760435
UniRef100_A0A5D4QAL7/4-360,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus pumilus TaxID=1408,A0A5D4QAL7_BACPU
UniRef100_UPI000FDC9A55/5-363,[subseq from] endospore germination permease,,,,,1,Paenibacillus elgii TaxID=189691,UPI000FDC9A55
UniRef100_UPI0006672E18/6-362,[subseq from] endospore germination permease,,,,,1,Bacillus megaterium TaxID=1404,UPI0006672E18
UniRef100_UPI000A19DE26/3-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus toyonensis TaxID=155322,UPI000A19DE26
UniRef100_A0A1L8I957/23-382,[subseq from] Uncharacterized protein,,,,,1,Bacillaceae bacterium G1 TaxID=1836462,A0A1L8I957_9BACI
UniRef100_A0A366F332/14-359,[subseq from] Spore germination protein (Amino acid permease),,,,,1,Bacillus aquimaris TaxID=189382,A0A366F332_9BACI
UniRef100_A0A1V4GIA2/4-360,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus sp. VT-16-81 TaxID=1962644,A0A1V4GIA2_9BACL
UniRef100_A0A1B8WLZ1/5-355,[subseq from] Uncharacterized protein,,,,,2,Bacillus sp. FJAT-26390 TaxID=1743142,A0A1B8WLZ1_9BACI
UniRef100_A0A268AVQ5/4-361,[subseq from] Spore gernimation protein,,,,,1,Paenibacillus sp. 7523-1 TaxID=2022550,A0A268AVQ5_9BACL
UniRef100_UPI000363F2DD/4-359,[subseq from] endospore germination permease,,,,,1,Effusibacillus pohliae TaxID=232270,UPI000363F2DD
UniRef100_UPI000D3AD017/3-360,[subseq from] endospore germination permease,,,,,1,Lysinibacillus parviboronicapiens TaxID=436516,UPI000D3AD017
UniRef100_A0A0N0E9V6/9-360,[subseq from] Spore gernimation protein GerB,,,,,1,Bacillus sp. CHD6a TaxID=1643452,A0A0N0E9V6_9BACI
UniRef100_UPI0009EAC797/7-358,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus sp. CHD6a TaxID=1643452,UPI0009EAC797
UniRef100_A0A4Y4HX52/14-362,[subseq from] Germination protein XA,,,,,2,Brevibacillus TaxID=55080,A0A4Y4HX52_9BACL
UniRef100_UPI0007BEBAEA/6-357,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,[Brevibacterium] frigoritolerans TaxID=450367,UPI0007BEBAEA
UniRef100_UPI0007AC0014/4-361,[subseq from] endospore germination permease,,,,,1,Bacillus niacini TaxID=86668,UPI0007AC0014
UniRef100_A0A5D4SXF5/19-366,[subseq from] GerAB/ArcD/ProY family transporter,,,,,3,Bacillus TaxID=55087,A0A5D4SXF5_9BACI
UniRef100_A0A2A7VTV8/4-357,[subseq from] Spore gernimation protein GerH,,,,,2,Bacillus wiedmannii TaxID=1890302,A0A2A7VTV8_9BACI
UniRef100_A0A133KNQ8/2-361,[subseq from] Spore germination protein,,,,,1,Bacillus coagulans TaxID=1398,A0A133KNQ8_BACCO
UniRef100_UPI000F0B2F9F/3-361,[subseq from] endospore germination permease,,,,,1,Paenibacillus amylolyticus TaxID=1451,UPI000F0B2F9F
UniRef100_UPI000417ADE3/6-361,[subseq from] endospore germination permease,,,,,1,Paenibacillus harenae TaxID=306543,UPI000417ADE3
UniRef100_UPI000827190E/7-363,[subseq from] GerAB/ArcD/ProY family transporter,,,,,1,Bacillus korlensis TaxID=519977,UPI000827190E
UniRef100_A0A2T0EA32/4-358,[subseq from] Spore gernimation protein GerH,,,,,2,Bacillus cereus group TaxID=86661,A0A2T0EA32_9BACI
UniRef100_A0A162LFM9/3-357,[subseq from] Spore germination protein YndE,,,,,1,Clostridium coskatii TaxID=1705578,A0A162LFM9_9CLOT
UniRef100_A0A2S1AGF7/3-357,[subseq from] Spore gernimation protein GerH,,,,,1,Bacillus cytotoxicus TaxID=580165,A0A2S1AGF7_9BACI
